,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
371,IbangaImmanuel,none,"@john_danfulani @atiku @officialpdpnig opposition parties,nlc, labour unions,student unions &amp; d entire nation shld… https://t.co/xyyrevak72",210,32,3682,2019-10-30 14:56:26+00:00,android,neutral,john danfulani atiku officialpdpnig opposition party nlc labour union student union amp entire nation shld
372,alagakemi,lagos,supreme court dismissed atiku's petition for lack of merit. #atikuisnotcoming. we can't kee awasef. https://t.co/muj34adofl,275,300,16645,2019-10-30 14:56:27+00:00,android,neutral,supreme court dismissed atiku petition lack merit atikuisnotcoming kee awasef
373,kendocity4u,"awka,nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",4250,2565,16270,2019-10-30 14:56:27+00:00,iOS,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
374,AtandaTewogbola,"lagos, nigeria","rt @adeshinak: @iyaboawokoya madam, this is fastest decided case in history of our nation. atiku is gone forever.  congratulations to all n…",1127,616,54085,2019-10-30 14:56:27+00:00,android,neutral,adeshinak iyaboawokoya madam fastest decided case history nation atiku gone forever congratulation n
375,okparaobodo,nigeria,rt @officialapcng: the all progressives congress (apc) welcomes the supreme court’s dismissal of the appeal filed by the @officialpdpnig an…,5514,5054,4478,2019-10-30 14:56:30+00:00,android,neutral,officialapcng progressive congress apc welcome supreme court dismissal appeal filed officialpdpnig
376,tohadidas,none,rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,1110,1119,82657,2019-10-30 14:56:30+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
377,ASHAOLUOS,none,@ominets @officialpdpnig @officialapcng @atiku @officialkolao @seyiamakinde @uchesecondus @govwike @renoomokri… https://t.co/n8joasxpjb,164,100,1222,2019-10-30 14:56:31+00:00,android,neutral,ominets officialpdpnig officialapcng atiku officialkolao seyiamakinde uchesecondus govwike renoomokri
378,Ire1de,in d secret place of d most high,"rt @officialaitlive: live updates: supreme court begins hearing on atiku's appeal
11:00am: commencement of hearing on main appeal. 15minute…",545,918,8100,2019-10-30 14:56:33+00:00,android,positive,officialaitlive live update supreme court begin hearing atiku appeal 11 00am commencement hearing main appeal 15minute
379,ameermuhammad69,kano,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",997,887,17515,2019-10-30 14:56:33+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
380,alifonso,lasgidi,"rt @ajuringelale: supreme court rules: @mbuhari
wins

""the supreme court has dismissed the appeal filed by the peoples democratic party (pd…",1223,830,13899,2019-10-30 14:56:35+00:00,android,positive,ajuringelale supreme court rule mbuhari win supreme court dismissed appeal filed people democratic party pd
381,advocateniger,none,new post: nigerians react as supreme court dismisses atiku’s appeal against buhari https://t.co/mgmmtjeurb,11,48,8699,2019-10-30 14:56:35+00:00,other,positive,new post nigerian react supreme court dismisses atiku appeal buhari
382,tellmarh,your retina,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",2159,3318,30149,2019-10-30 14:56:37+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
383,alexuch_,abuja nigeria ,this is one of the wrongest verdict in the history of the supreme court! #atiku #pdp,69,24,41,2019-10-30 14:56:38+00:00,other,neutral,one wrongest verdict history supreme court atiku pdp
384,Naija247new,"lagos nigeria, south africa, new york",breaking: atiku loses at supreme court https://t.co/fkgncbkfj1,597,5879,353890,2019-10-30 14:56:39+00:00,other,negative,breaking atiku loses supreme court
385,jtmanagers,"constantine, mi","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",2236,2186,6802,2019-10-30 14:56:42+00:00,iOS,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
386,Carlabubakar,"lagos, nigeria","in 419 lingo, to discharge means to round-off ""chopping"" a mugu. 
atiku has just been discharged from the clutches of pdpigs",469,200,5441,2019-10-30 14:56:42+00:00,other,neutral,419 lingo discharge mean round chopping mugu atiku discharged clutch pdpigs
387,kaygb09,lagos,"rt @imoran_o: @orjiuka 66 grounds of appeal o. even if they've had the opportunity to read it properly ahead of the hearing today, it is di…",283,433,49041,2019-10-30 14:56:43+00:00,android,neutral,imoran orjiuka 66 ground appeal even opportunity read properly ahead hearing today di
388,gbemy01,united states,"rt @nations4atiku: breaking: after much drama @supremecourtng, supreme court final judgement, “we have examined all the briefs and exhibits…",99,10556,272295,2019-10-30 14:56:44+00:00,iOS,positive,nations4atiku breaking much drama supremecourtng supreme court final judgement examined brief exhibit
389,liteventures,"lagos, nigeria","rt @laurestar: breaking news
the supreme court has dismissed @atiku's case brought against the ruling of the election tribunal, in respect…",3384,1666,39751,2019-10-30 14:56:44+00:00,iOS,neutral,laurestar breaking news supreme court dismissed atiku case brought ruling election tribunal respect
390,korllyybobo,"port-harcourt, nigeria",rt @yunusxonline: the supreme court has delivered its first ruling against the peoples democratic party and its presidential candidate in t…,2583,1602,40403,2019-10-30 14:56:45+00:00,android,positive,yunusxonline supreme court delivered first ruling people democratic party presidential candidate
391,advocateniger,none,new post: breaking: supreme court delivers final judgement in atiku’s case against buhari https://t.co/56g0b0ojrh,11,48,8703,2019-10-30 14:56:45+00:00,other,positive,new post breaking supreme court delivers final judgement atiku case buhari
392,maleeq_f,none,"rt @akunnachux: few days after cjn said sc justices are human and therefore liable to commit errors, pmb jetted out of the country on a 16-…",306,343,3317,2019-10-30 14:56:45+00:00,android,negative,akunnachux day cjn said sc justice human therefore liable commit error pmb jetted country 16
393,DammyFrancos,nigeria,"rt @aloyejimakor: atiku’s triple loss- 
at the polls.
at the tribunal.
at the supreme court.
is a prophecy foretold.
by @mazinnamdikanu.
wh…",521,244,19556,2019-10-30 14:56:45+00:00,android,neutral,aloyejimakor atiku triple loss poll tribunal supreme court prophecy foretold mazinnamdikanu wh
394,Hollaitan1912,"lagos, nigeria","rt @adebanqie: shout out to 

1. atiku's lawyers
2. the brain behind non-existent inec server
2. osita, the useless star witness
3. the fak…",3144,612,6957,2019-10-30 14:56:48+00:00,iOS,negative,adebanqie shout 1 atiku lawyer 2 brain behind non existent inec server 2 osita useless star witness 3 fak
395,DBlissBillion,earth,@hahayatu make una stop this rubbish abeg. so for una mind atiku was coming ?? what a fuckery! before your eyes ono… https://t.co/k2rthtgsle,1331,1939,34188,2019-10-30 14:56:48+00:00,android,neutral,hahayatu make una stop rubbish abeg una mind atiku coming fuckery eye ono
396,maria_odobo,"benin city, nigeria","rt @dokunojomo: may god judge all of them.

breaking: atiku loses at supreme court https://t.co/leahnice5d via @daily_trust",1367,1040,17107,2019-10-30 14:56:48+00:00,iOS,negative,dokunojomo may god judge breaking atiku loses supreme court via daily trust
397,advocateniger,none,new post: presidential election: buhari wins first victory against atiku at supreme court https://t.co/rcnwxsgl4t,11,48,8705,2019-10-30 14:56:49+00:00,other,positive,new post presidential election buhari win first victory atiku supreme court
398,AwodiIbrahim,nigeria,rt @channelstv: breaking: supreme court dismisses atiku’s appeal. https://t.co/1vjszbyinf https://t.co/2utb7p69wz,425,83,2639,2019-10-30 14:56:51+00:00,android,neutral,channelstv breaking supreme court dismisses atiku appeal
399,iamhistory_,"abuja,nigeria","rt @yemi_adebowale: the moment buhari left the country to return november 17, we could easily guess that a room has been created for all ar…",778,6478,47322,2019-10-30 14:56:56+00:00,iOS,positive,yemi adebowale moment buhari left country return november 17 could easily guess room created ar
400,sendaggy,uk & nig,@officialkolao @officialpdpnig @officialapcng @atiku big big talk,3585,958,25383,2019-10-30 14:56:57+00:00,android,neutral,officialkolao officialpdpnig officialapcng atiku big big talk
401,baichiogun,lagos ,"rt @apcnigeria: breaking: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku a…",1350,340,2911,2019-10-30 14:56:58+00:00,android,neutral,apcnigeria breaking supreme court dismissed appeal filed people democratic party pdp candidate atiku
402,iamReal_Daniel,"delta, nigeria","rt @daily_trust: it is over!!!!!!
breaking: atiku loses at supreme court
https://t.co/ughgag5jnk
atiku abubakar muhammadu buhari @atiku @mb…",2529,2181,2153,2019-10-30 14:56:58+00:00,android,negative,daily trust breaking atiku loses supreme court atiku abubakar muhammadu buhari atiku mb
403,BinBaqqii,"abuja, nigeria🇳🇬","@jeffphilips1 just one sitting, under 3 hours, the scam called atiku is coming was destroyed by the supreme court ❤️",620,208,119,2019-10-30 14:56:58+00:00,iOS,neutral,jeffphilips1 one sitting 3 hour scam called atiku coming destroyed supreme court
404,LadyAmaks,"anambra state, nigeria.",@eienigeria always stand for truth and don't be a party to denying anyone what they deserve in life. i like atiku b… https://t.co/ofrxpkb9cl,1007,839,728,2019-10-30 14:56:58+00:00,android,neutral,eienigeria always stand truth party denying anyone deserve life like atiku b
405,jtmanagers,"constantine, mi","rt @laurestar: breaking news
the supreme court has dismissed @atiku's case brought against the ruling of the election tribunal, in respect…",2236,2186,6803,2019-10-30 14:56:59+00:00,iOS,neutral,laurestar breaking news supreme court dismissed atiku case brought ruling election tribunal respect
406,current_blog9ja,benin,loosing for the 3rd times means you where not the rightful owners of the mandate so try next time ... 😂🙌✊… https://t.co/ruuke81zvs,153,2,37,2019-10-30 14:57:00+00:00,iOS,neutral,loosing 3rd time mean rightful owner mandate try next time
407,Aisha56567186,"abuja, nigeria",rt @ahayatu: all those that scammed @atiku both off and online: https://t.co/ab2naf237v,535,373,33922,2019-10-30 14:57:00+00:00,android,neutral,ahayatu scammed atiku online
408,confessormissy,"lagos, nigeria","rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",3063,3851,74021,2019-10-30 14:57:01+00:00,other,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
409,andrethemage,lagos,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",5566,6808,66735,2019-10-30 14:57:04+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
410,IM_so_MEebony,"lagos, nigeria.",supreme court delivers first ruling on atiku’s appeal against buhari https://t.co/wwbxpazmts https://t.co/0bpqfxtxez,258,244,44947,2019-10-30 14:57:04+00:00,other,positive,supreme court delivers first ruling atiku appeal buhari
411,FasihHazik,none,nigerians react as supreme court dismisses atiku's appeal against buhari | naija news https://t.co/xp412jc678,359,20,141,2019-10-30 14:57:05+00:00,other,neutral,nigerian react supreme court dismisses atiku appeal buhari naija news
412,lillie_lymaxx,"calabar, nigeria","rt @mickiebrownkie: trust is a very important commodity, even the @atiku's followers can never entrust their money with atiku. buhari won t…",1378,1627,32322,2019-10-30 14:57:06+00:00,android,positive,mickiebrownkie trust important commodity even atiku follower never entrust money atiku buhari
413,Mustaph12342520,none,rt @ade_nurayn: atiku's people and disturbing twitter with fake results and conjectures. look at how the courts threw out atiku's petition…,1670,862,16404,2019-10-30 14:57:07+00:00,android,negative,ade nurayn atiku people disturbing twitter fake result conjecture look court threw atiku petition
414,ishakaa,nigeria,"please help us ask @samomatseye, coming from the newspaper of an @officialapcng chieftain....this is very disgustin… https://t.co/khxd9johvv",234,16587,106357,2019-10-30 14:57:09+00:00,iOS,positive,please help u ask samomatseye coming newspaper officialapcng chieftain disgustin
415,adeonestep,lagos,@daily_trust @atiku @mbuhari @officialpdpnig @officialapcng atiku is coning,1018,74,1716,2019-10-30 14:57:09+00:00,android,neutral,daily trust atiku mbuhari officialpdpnig officialapcng atiku coning
416,Porshe_estee,nigeria,@adepojuashittu @fkeyamo i never voted for atiku neither did i vote buhari. most nigerians never wanted either of them..,425,1430,673,2019-10-30 14:57:10+00:00,android,positive,adepojuashittu fkeyamo never voted atiku neither vote buhari nigerian never wanted either
417,Hollaitan1912,"lagos, nigeria",rt @ediong: atiku was never gonna win...he knew this from day zero. he was buying time and also using our commonwealth to try to wipe his s…,3144,612,6958,2019-10-30 14:57:10+00:00,iOS,neutral,ediong atiku never gonna win knew day zero buying time also using commonwealth try wipe
418,bee_dazzl,internet landscape,"rt @daily_trust: it is over!!!!!!
breaking: atiku loses at supreme court
https://t.co/ughgag5jnk
atiku abubakar muhammadu buhari @atiku @mb…",940,2124,98136,2019-10-30 14:57:12+00:00,android,negative,daily trust breaking atiku loses supreme court atiku abubakar muhammadu buhari atiku mb
419,iamhistory_,"abuja,nigeria","rt @dokunojomo: may god judge all of them.

breaking: atiku loses at supreme court https://t.co/leahnice5d via @daily_trust",778,6478,47323,2019-10-30 14:57:13+00:00,iOS,negative,dokunojomo may god judge breaking atiku loses supreme court via daily trust
420,nikay_x, lagos | accra | p.h,"rt @hahayatu: the rigging of the supreme court verdict started with the removal of onnoghen.

well, atiku has fulfilled all righteousness b…",722,974,12242,2019-10-30 14:57:13+00:00,other,neutral,hahayatu rigging supreme court verdict started removal onnoghen well atiku fulfilled righteousness b
421,ishakaa,nigeria,"rt @kakra68: @thenationnews @atiku @mbuhari which mandate, who gave him the mandate? junk journalism 👎",234,16587,106358,2019-10-30 14:57:13+00:00,iOS,neutral,kakra68 thenationnews atiku mbuhari mandate gave mandate junk journalism
422,SteptosIlu,"brooklyn, ny","you know right in your mind that nigeria is moving nowhere...
at least your man has the power he wanted and that sh… https://t.co/e47vbjbgzv",231,241,8311,2019-10-30 14:57:14+00:00,android,negative,know right mind nigeria moving nowhere least man power wanted sh
423,MUSIC247_NG,nigeria,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/ce2qzwaldr,444,200,24370,2019-10-30 14:57:14+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
424,advocateniger,none,new post: supreme court dismisses atiku’s petition challenging buhari’s election victory https://t.co/mqqrtgmged,11,48,8715,2019-10-30 14:57:15+00:00,other,positive,new post supreme court dismisses atiku petition challenging buhari election victory
425,Eme_krizzle,worldwide,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/rio5n46ez8,529,276,21041,2019-10-30 14:57:16+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
426,music247loaded,lagos nigeria,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/me0ln6n8pd,942,434,8208,2019-10-30 14:57:17+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
427,Rocky_Pasqal,"lagos, nigeria",rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,564,84,4658,2019-10-30 14:57:17+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
428,obodo_onyema,none,"rt @aloyejimakor: atiku’s triple loss- 
at the polls.
at the tribunal.
at the supreme court.
is a prophecy foretold.
by @mazinnamdikanu.
wh…",446,374,34518,2019-10-30 14:57:17+00:00,android,neutral,aloyejimakor atiku triple loss poll tribunal supreme court prophecy foretold mazinnamdikanu wh
429,todays_echo,none,"breaking: supreme court dismisses atiku’s appeal, to give reasons later https://t.co/k6cbx5mpvn https://t.co/pdqp0urejc",39,167,9492,2019-10-30 14:57:18+00:00,other,neutral,breaking supreme court dismisses atiku appeal give reason later
430,kenedavies,none,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",3175,2567,77628,2019-10-30 14:57:18+00:00,other,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
431,captkennypeter,"lagos, nigeria",rt @saharareporters: flash: supreme court dismisses atiku’s appeal upholds buhari’s victory https://t.co/qhh5cmhus8,1935,2246,32416,2019-10-30 14:57:19+00:00,android,neutral,saharareporters flash supreme court dismisses atiku appeal upholds buhari victory
432,JA_Anva,abuja,"rt @realchizoba: dear tweeps🙏🔥🔥

my attention has been drawn to the fact that atiku loses at the supreme court

no acrimony, comment ""atiku…",11024,11948,3077,2019-10-30 14:57:20+00:00,other,negative,realchizoba dear tweeps attention drawn fact atiku loses supreme court acrimony comment atiku
433,ninosnazzy,"lagos, nigeria","rt @madailygistng: breaking: atiku finally loses against buhari at supreme court, peter obi reacts to atiku, pdp’s defeat at supreme court…",5937,6157,8651,2019-10-30 14:57:20+00:00,other,negative,madailygistng breaking atiku finally loses buhari supreme court peter obi reacts atiku pdp defeat supreme court
434,Muhdsudaix,"katsina, nigeria","rt @ntanewsnow: just in: the supreme court has dismissed the appeal filed by the peoples democratic party  and its candidate, atiku abubaka…",388,1144,11474,2019-10-30 14:57:24+00:00,iOS,neutral,ntanewsnow supreme court dismissed appeal filed people democratic party candidate atiku abubaka
435,thisagenews,nigeria,supreme court dismisses atiku’s appeal https://t.co/qzzv2ypcup https://t.co/dzm6xbcejh,0,25,1962,2019-10-30 14:57:24+00:00,other,neutral,supreme court dismisses atiku appeal
436,AhmedYusufmamma,none,@thenationnews @atiku @mbuhari yes but not 4 nigeria he will visit camaroom,243,9,50,2019-10-30 14:57:26+00:00,android,neutral,thenationnews atiku mbuhari yes 4 nigeria visit camaroom
437,advocateniger,none,new post: profiles: the seven justices who will determine atiku’s fate at supreme court https://t.co/els476qpqb,11,48,8719,2019-10-30 14:57:26+00:00,other,positive,new post profile seven justice determine atiku fate supreme court
438,AbiolaIa,"england, united kingdom","rt @deuceslamba: @woye1 @atiku tell atiku ""thanks for cumming""... 

he has tried, till next elections",247,47,3391,2019-10-30 14:57:26+00:00,android,positive,deuceslamba woye1 atiku tell atiku thanks cumming tried till next election
439,FasihHazik,none,live updates: supreme court begins hearing on atiku/buhari 2019 presidential appeals | naija news https://t.co/xfpgs1ymiw,359,20,142,2019-10-30 14:57:28+00:00,other,positive,live update supreme court begin hearing atiku buhari 2019 presidential appeal naija news
440,mmedi_akpaitam,"abuja, nigeria",@demolarewaju just read somewhere that the supreme court has dismissed the appeal by atiku and the pdp. this is whe… https://t.co/sfhcrtwjcs,455,467,1082,2019-10-30 14:57:29+00:00,android,neutral,demolarewaju read somewhere supreme court dismissed appeal atiku pdp whe
441,freelancer_9ja,"lagos, nigeria","@thecableng @atiku @mbuhari with just #n1000, we can teach you how to create this kind of 3d animation with your ph… https://t.co/mn9smsshww",1414,5085,30894,2019-10-30 14:57:29+00:00,other,positive,thecableng atiku mbuhari n1000 teach create kind 3d animation ph
442,SamEbaDan,nigeria,"rt @nations4atiku: breaking: after much drama @supremecourtng, supreme court final judgement, “we have examined all the briefs and exhibits…",537,549,334,2019-10-30 14:57:31+00:00,android,positive,nations4atiku breaking much drama supremecourtng supreme court final judgement examined brief exhibit
443,phil56741631,none,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",423,254,9493,2019-10-30 14:57:32+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
444,alexsil6991,lagos ,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",1612,790,55449,2019-10-30 14:57:33+00:00,other,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
445,baloski2001,none,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",4873,1508,132449,2019-10-30 14:57:34+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
446,MissObikwe,none,"supreme court dismisses atiku’s appeal, affirms buhari’s re-election https://t.co/587sqnxqi1 #thetrent https://t.co/pthozelugu",1723,8144,14559,2019-10-30 14:57:34+00:00,other,neutral,supreme court dismisses atiku appeal affirms buhari election thetrent
447,TheTrentOnline,"lagos, nigeria","supreme court dismisses atiku’s appeal, affirms buhari’s re-election https://t.co/kuh7zqxjqa https://t.co/bpbt2imz41",141,47739,307541,2019-10-30 14:57:34+00:00,other,neutral,supreme court dismisses atiku appeal affirms buhari election
448,BiteBenin,nigeria,"rt @pdp_2023: a very big congratulations to @atiku for fighting for nigeria and nigerians. you gave your best shot.

i have no regrets supp…",2424,2351,9520,2019-10-30 14:57:35+00:00,android,positive,pdp 2023 big congratulation atiku fighting nigeria nigerian gave best shot regret supp
449,gbade_a,"lagos, nigeria","rt @ilynem: buhari boys will rejoice and gloat.
atiku boys will scream injustice!

but poverty and suffering does not discriminate. 
see yo…",562,372,20457,2019-10-30 14:57:36+00:00,other,neutral,ilynem buhari boy rejoice gloat atiku boy scream injustice poverty suffering discriminate see yo
450,dy_ade1,bikini bottom ,"rt @ilynem: buhari boys will rejoice and gloat.
atiku boys will scream injustice!

but poverty and suffering does not discriminate. 
see yo…",1214,1212,3045,2019-10-30 14:57:36+00:00,android,neutral,ilynem buhari boy rejoice gloat atiku boy scream injustice poverty suffering discriminate see yo
451,Bami_Delectable,abuja/lagos,@daily_trust @atiku @mbuhari @officialpdpnig @officialapcng happening now at nnpc ...god is great. https://t.co/cez9ylve4n,143,58,616,2019-10-30 14:57:36+00:00,android,positive,daily trust atiku mbuhari officialpdpnig officialapcng happening nnpc god great
452,naijagym,i.g - naijagym,"the 6 sinister reasons you overeat

https://t.co/lry8lby4dd

mourinho atiku #nationalcandycornday supreme court rup… https://t.co/gbxy1vo2hq",14839,26880,142437,2019-10-30 14:57:39+00:00,android,negative,6 sinister reason overeat mourinho atiku nationalcandycornday supreme court rup
453,alexuch_,abuja nigeria ,"when on earth are we going to seat up and vote the right government in #atiku 

#restorationcontinues #bayelsadeciedes2019",69,24,42,2019-10-30 14:57:40+00:00,other,positive,earth going seat vote right government atiku restorationcontinues bayelsadeciedes2019
454,SojCalebs,"lagos, nigeria","they predicted 4:3 in favour of atiku thinking it was a fixed match.
but the game ended 7:0 in favour of buhari.

t… https://t.co/f8fkwd8zja",214,68,192,2019-10-30 14:57:42+00:00,android,negative,predicted 4 3 favour atiku thinking fixed match game ended 7 0 favour buhari
455,Peteraboh,none,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",986,544,8270,2019-10-30 14:57:43+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
456,oditachiedu,warri,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",4312,2891,43969,2019-10-30 14:57:43+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
457,deingx,down south ,rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,1957,2005,42397,2019-10-30 14:57:43+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
458,DirectorOfSale3,abuja,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",196,72,2017,2019-10-30 14:57:44+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
459,Okafor_Mang,"lagos, nigeria","rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",1382,2841,118453,2019-10-30 14:57:49+00:00,other,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
460,iamhistory_,"abuja,nigeria","rt @bennyumoren: breaking:  

supreme court dismisses atiku's appeal, says it found no merit in the appeal of the pdp and atiku/obi. the co…",778,6478,47327,2019-10-30 14:57:51+00:00,iOS,neutral,bennyumoren breaking supreme court dismisses atiku appeal say found merit appeal pdp atiku obi co
461,The_sleak,"lagos, nigeria",end of the road as supreme court rejected atiku appeal https://t.co/g8uas39p96 https://t.co/xyjmqnht2l,33,65,1996,2019-10-30 14:57:52+00:00,other,neutral,end road supreme court rejected atiku appeal
462,bankmj,ibadan,"@abbafana @ogbeni_zee @chiefojukwu @atiku then, you are a blind man!",1359,829,16653,2019-10-30 14:57:53+00:00,android,negative,abbafana ogbeni zee chiefojukwu atiku blind man
463,Hypeman_henrie,"lagos, nigeria 🇳🇬",end of the road as supreme court rejected atiku appeal https://t.co/fr9d5rp7zb https://t.co/1twy5z2uq9,2942,3092,3498,2019-10-30 14:57:54+00:00,other,neutral,end road supreme court rejected atiku appeal
464,NewsHubAK,e: nigerianewshub@gmail.com,"rt @thetrentonline: supreme court dismisses atiku’s appeal, affirms buhari’s re-election https://t.co/kuh7zqxjqa https://t.co/bpbt2imz41",1912,5641,270158,2019-10-30 14:57:57+00:00,other,neutral,thetrentonline supreme court dismisses atiku appeal affirms buhari election
465,chekwubekelvin1,"istanbul, turkey","rt @aloyejimakor: atiku’s triple loss- 
at the polls.
at the tribunal.
at the supreme court.
is a prophecy foretold.
by @mazinnamdikanu.
wh…",1504,1182,26048,2019-10-30 14:57:57+00:00,android,neutral,aloyejimakor atiku triple loss poll tribunal supreme court prophecy foretold mazinnamdikanu wh
466,Shoetanopeyemi,"
lagos, nigeria",rt @rajiolatunde: buhari should stop treating atiku like this. we wee not takit https://t.co/a65sgqxi9h,9859,9964,19357,2019-10-30 14:58:00+00:00,android,neutral,rajiolatunde buhari stop treating atiku like wee takit
467,tiredgamble,"victoria island, nigeria","rt @osi_suave: it wasnt a tyranny when buhari lost at this supreme court 3 times   

it wasnt a tyranny when the supreme court dropped the…",518,119,5253,2019-10-30 14:58:00+00:00,iOS,neutral,osi suave wasnt tyranny buhari lost supreme court 3 time wasnt tyranny supreme court dropped
468,iamonomen,nigeria,@lillie_lymaxx atiku n pdp will soon tell them they can get judgement in cameroon n they will believe,505,1116,28099,2019-10-30 14:58:03+00:00,iOS,neutral,lillie lymaxx atiku n pdp soon tell get judgement cameroon n believe
469,JackieUko,saved by grace.,"rt @thetrentonline: supreme court dismisses atiku’s appeal, affirms buhari’s re-election https://t.co/kuh7zqxjqa https://t.co/bpbt2imz41",10216,23845,258997,2019-10-30 14:58:03+00:00,other,neutral,thetrentonline supreme court dismisses atiku appeal affirms buhari election
470,iLikeFacebuk,lagos,"rt @thetrentonline: supreme court dismisses atiku’s appeal, affirms buhari’s re-election https://t.co/kuh7zqxjqa https://t.co/bpbt2imz41",2622,5593,172389,2019-10-30 14:58:03+00:00,other,neutral,thetrentonline supreme court dismisses atiku appeal affirms buhari election
471,DailyPostNGR,nigeria,atiku vs buhari: pdp hands over case to ‘god’ after losing at supreme court https://t.co/gglzmdawbe https://t.co/hmthoe6tus,16,719830,412083,2019-10-30 14:58:04+00:00,other,neutral,atiku v buhari pdp hand case god losing supreme court
472,Ade_Nurayn,west africa - nigeria,"rt @osi_suave: it wasnt a tyranny when buhari lost at this supreme court 3 times   

it wasnt a tyranny when the supreme court dropped the…",1207,6097,192681,2019-10-30 14:58:05+00:00,android,neutral,osi suave wasnt tyranny buhari lost supreme court 3 time wasnt tyranny supreme court dropped
473,KingRetweetsL,lagos,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",539,2482,140136,2019-10-30 14:58:05+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
474,RealTutsi,"wan chai district, hong kong","rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",1446,1870,57538,2019-10-30 14:58:05+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
475,itsammyyoung,available everywhere,"@atiku , we will always be back stronger💪...",568,159,2120,2019-10-30 14:58:06+00:00,android,neutral,atiku always back stronger
476,thisisjaguar,"lagos, nigeria",@maxwelldele @dolusegun #refundatiku ke?... atiku and his lawyers should head to dubai court and also get ready for… https://t.co/brluba29ni,1218,966,39433,2019-10-30 14:58:06+00:00,android,positive,maxwelldele dolusegun refundatiku ke atiku lawyer head dubai court also get ready
